player_id,match_id,goals,assists,minutesplayed,saves,fouls,yellow_cards,red_cards,clean_sheet,goals_conceded
790021,15590544,0,0,90,3,0,0,0,0,0
339481,15590544,0,0,83,0,4,0,0,0,0
46992,15590544,0,0,90,0,2,0,0,0,0
339929,15590544,0,0,90,0,0,0,0,0,0
1415939,15590544,0,0,90,0,4,0,0,0,0
1411430,15590544,0,0,73,0,1,0,0,0,0
2125235,15590544,0,0,90,0,1,0,0,0,0
883389,15590544,0,0,45,0,0,0,0,0,0
875662,15590544,0,0,30,0,2,0,0,0,0
994724,15590544,1,0,90,0,5,0,0,0,0
883388,15590544,0,0,83,0,0,0,0,0,0
1018573,15590544,1,0,60,0,1,0,0,0,0
927088,15590544,0,2,45,0,1,0,0,0,0
1017753,15590544,0,0,17,0,0,0,0,0,0
2125191,15590544,0,0,17,0,0,0,0,0,0
588584,15590544,0,0,17,0,0,0,0,0,0
2125243,15590544,0,0,0,0,0,0,0,0,0
1388439,15590544,0,0,0,0,0,0,0,0,0
1131302,15590544,0,0,0,0,0,0,0,0,0
1418572,15590544,0,0,0,0,0,0,0,0,0
805333,15590544,0,0,90,3,0,0,0,0,0
590468,15590544,0,0,69,0,3,0,0,0,0
989258,15590544,0,0,90,0,1,0,0,0,0
922007,15590544,0,0,90,0,0,0,0,0,0
925176,15590544,0,1,90,0,1,0,0,0,0
801453,15590544,0,0,90,0,0,0,0,0,0
1546919,15590544,0,0,58,0,1,0,0,0,0
901020,15590544,0,0,58,0,1,0,0,0,0
557108,15590544,0,0,62,0,0,0,0,0,0
351398,15590544,0,0,69,0,1,0,0,0,0
787610,15590544,1,0,90,0,1,0,0,0,0
876924,15590544,0,0,32,0,0,0,0,0,0
873806,15590544,0,0,32,0,0,0,0,0,0
1411422,15590544,0,0,28,0,2,0,0,0,0
788039,15590544,0,0,21,0,0,0,0,0,0
805354,15590544,0,0,21,0,0,0,0,0,0
875664,15590544,0,0,0,0,0,0,0,0,0
923173,15590544,0,0,0,0,0,0,0,0,0
925232,15590544,0,0,0,0,0,0,0,0,0
984127,15590544,0,0,0,0,0,0,0,0,0
