player_id,match_id,goals,assists,minutesplayed,saves,fouls,yellow_cards,red_cards,clean_sheet,goals_conceded
1050329,15590543,0,0,90,4,0,0,0,0,0
924881,15590543,0,0,85,0,1,0,0,0,0
883406,15590543,0,0,90,0,0,0,0,0,0
1654120,15590543,0,0,90,0,1,0,0,0,0
384658,15590543,0,0,90,0,1,0,0,0,0
1468047,15590543,0,0,90,0,2,0,0,0,0
805268,15590543,0,1,90,0,0,0,0,0,0
946934,15590543,0,0,89,0,0,0,0,0,0
1539595,15590543,0,0,64,0,0,0,0,0,0
965759,15590543,1,0,85,0,0,0,0,0,0
960220,15590543,0,0,39,0,3,0,0,0,0
1107917,15590543,0,0,26,0,0,0,0,0,0
826832,15590543,0,0,11,0,1,0,0,0,0
988298,15590543,0,0,11,0,1,0,0,0,0
873619,15590543,0,0,1,0,0,0,0,0,0
925100,15590543,0,0,0,0,0,0,0,0,0
1120472,15590543,0,0,0,0,0,0,0,0,0
922870,15590543,0,0,0,0,0,0,0,0,0
925309,15590543,0,0,0,0,0,0,0,0,0
1482464,15590543,0,0,0,0,0,0,0,0,0
876932,15590543,0,0,90,0,0,0,0,0,0
876928,15590543,0,0,45,0,0,0,0,0,0
965761,15590543,0,0,45,0,2,0,0,0,0
874645,15590543,0,0,90,0,1,0,0,0,0
980889,15590543,0,1,90,0,3,0,0,0,0
883768,15590543,0,0,90,0,2,0,0,0,0
1159653,15590543,0,0,61,0,1,0,0,0,0
879886,15590543,1,0,76,0,0,0,0,0,0
846742,15590543,0,0,90,0,0,0,0,0,0
869785,15590543,0,0,90,0,0,0,0,0,0
798276,15590543,0,0,81,0,0,0,0,0,0
1128886,15590543,0,1,45,0,0,0,0,0,0
957940,15590543,0,0,45,0,2,0,0,0,0
143886,15590543,0,0,29,0,1,0,0,0,0
944073,15590543,0,0,14,0,0,0,0,0,0
1176979,15590543,1,0,9,0,0,0,0,0,0
924765,15590543,0,0,0,0,0,0,0,0,0
883743,15590543,0,0,0,0,0,0,0,0,0
931772,15590543,0,0,0,0,0,0,0,0,0
1466385,15590543,0,0,0,0,0,0,0,0,0
