player_id,match_id,goals,assists,minutesplayed,saves,fouls,yellow_cards,red_cards,clean_sheet,goals_conceded
805423,15438954,0,0,90,2,0,0,0,0,0
1022095,15438954,0,0,90,0,0,0,0,0,0
107596,15438954,0,0,90,0,1,0,0,0,0
1512395,15438954,0,0,90,0,1,0,0,0,0
339841,15438954,0,0,90,0,0,0,0,0,0
1098312,15438954,0,0,90,0,4,0,0,0,0
339843,15438954,0,0,61,0,0,0,0,0,0
590310,15438954,0,0,60,0,1,0,0,0,0
883396,15438954,0,0,78,0,0,0,0,0,0
879629,15438954,1,0,61,0,0,0,0,0,0
894452,15438954,0,0,89,0,0,0,0,0,0
879628,15438954,0,0,30,0,0,0,0,0,0
1148272,15438954,0,0,29,0,1,0,0,0,0
883329,15438954,0,0,29,0,1,0,0,0,0
1845606,15438954,0,0,12,0,1,0,0,0,0
965873,15438954,0,0,10,0,0,0,0,0,0
339533,15438954,0,0,0,0,0,0,0,0,0
2249828,15438954,0,0,0,0,0,0,0,0,0
35621,15438954,0,0,0,0,0,0,0,0,0
2445432,15438954,0,0,0,0,0,0,0,0,0
883309,15438954,0,0,90,6,0,0,0,0,0
929014,15438954,0,0,90,0,0,0,0,0,0
560054,15438954,0,0,90,0,0,0,0,0,0
805055,15438954,0,0,90,0,3,0,0,0,0
1159659,15438954,0,0,90,0,1,0,0,0,0
789416,15438954,0,0,82,0,2,0,0,0,0
777249,15438954,0,0,61,0,1,0,0,0,0
975919,15438954,0,0,61,0,0,0,0,0,0
1462908,15438954,0,0,61,0,0,0,0,0,0
924574,15438954,0,0,61,0,1,0,0,0,0
340529,15438954,0,0,90,0,1,0,0,0,0
1107888,15438954,0,0,29,0,0,0,0,0,0
883293,15438954,0,0,29,0,1,0,0,0,0
1415941,15438954,0,0,29,0,0,0,0,0,0
846474,15438954,0,0,29,0,0,0,0,0,0
932933,15438954,0,0,8,0,1,0,0,0,0
924850,15438954,0,0,0,0,0,0,0,0,0
1017755,15438954,0,0,0,0,0,0,0,0,0
989259,15438954,0,0,0,0,0,0,0,0,0
862216,15438954,0,0,0,0,0,0,0,0,0
