player_id;match_id;goals;assists;minutesplayed;saves;fouls;yellow_cards;red_cards;clean_sheet;goals_conceded
978557;15607096;0;0;90;4;0;0;0;0;0
828836;15607096;0;0;90;0;0;0;0;0;0
370226;15607096;1;0;90;0;0;0;0;0;0
978549;15607096;0;0;87;0;1;0;0;0;0
886239;15607096;0;1;90;0;0;0;0;0;0
892073;15607096;0;0;90;0;0;1;0;0;0
46988;15607096;0;0;82;0;3;1;0;0;0
937859;15607096;0;0;87;0;1;0;0;0;0
243459;15607096;0;0;87;0;0;0;0;0;0
1650235;15607096;1;0;90;0;2;0;0;0;0
133862;15607096;1;2;68;0;0;0;0;0;0
1477138;15607096;0;0;22;0;0;0;0;0;0
874988;15607096;0;0;8;0;0;0;0;0;0
1128897;15607096;0;0;3;0;0;0;0;0;0
901019;15607096;0;0;3;0;0;0;0;0;0
255997;15607096;0;0;3;0;0;0;0;0;0
1865454;15607096;0;0;0;0;0;0;0;0;0
1477144;15607096;0;0;0;0;0;0;0;0;0
1502585;15607096;0;0;0;0;0;0;0;0;0
1464244;15607096;0;0;0;0;0;0;0;0;0
883309;15607096;0;0;90;3;0;0;0;0;0
1017755;15607096;0;0;53;0;0;0;0;0;0
560054;15607096;0;0;90;0;0;0;0;0;0
805055;15607096;0;0;90;0;0;0;0;0;0
989259;15607096;0;0;90;0;2;0;0;0;0
929014;15607096;0;0;90;0;0;0;0;0;0
777249;15607096;0;0;90;0;0;0;0;0;0
924574;15607096;0;0;75;0;1;0;0;0;0
1107888;15607096;0;0;75;0;0;0;0;0;0
846474;15607096;0;0;90;0;0;1;0;0;0
340529;15607096;0;0;87;0;1;0;0;0;0
1462908;15607096;0;0;37;0;1;0;0;0;0
1415941;15607096;0;0;15;0;0;0;0;0;0
932933;15607096;0;0;15;0;0;0;0;0;0
2111070;15607096;0;0;3;0;0;0;0;0;0
862216;15607096;0;0;0;0;0;0;0;0;0
1199271;15607096;0;0;0;0;0;0;0;0;0
2045249;15607096;0;0;0;0;0;0;0;0;0
1503648;15607096;0;0;0;0;0;0;0;0;0
2454331;15607096;0;0;0;0;0;0;0;0;0
