player_id,match_id,goals,assists,minutesplayed,saves,fouls,yellow_cards,red_cards,clean_sheet,goals_conceded
1050329,15445914,0,0,90,1,0,0,0,0,0
924881,15445914,0,0,90,0,1,0,0,0,0
805268,15445914,0,0,90,0,0,0,0,0,0
883406,15445914,0,0,90,0,0,0,0,0,0
1654120,15445914,0,0,90,0,2,0,0,0,0
1184194,15445914,0,0,79,0,0,0,0,0,0
805332,15445914,0,0,79,0,0,0,0,0,0
925309,15445914,0,0,49,0,1,0,0,0,0
946934,15445914,0,0,90,0,1,0,0,0,0
965759,15445914,0,0,62,0,0,0,0,0,0
960220,15445914,1,0,90,0,1,0,0,0,0
1468047,15445914,0,0,41,0,0,0,0,0,0
873619,15445914,0,0,28,0,1,0,0,0,0
384658,15445914,0,0,11,0,0,0,0,0,0
1001106,15445914,0,0,11,0,0,0,0,0,0
925100,15445914,0,0,0,0,0,0,0,0,0
1107917,15445914,0,0,0,0,0,0,0,0,0
1482464,15445914,0,0,0,0,0,0,0,0,0
922870,15445914,0,0,0,0,0,0,0,0,0
1539595,15445914,0,0,0,0,0,0,0,0,0
883774,15445914,0,0,90,4,0,0,0,0,0
805366,15445914,1,0,90,0,0,0,0,0,0
2125216,15445914,0,0,90,0,1,0,0,0,0
1121487,15445914,0,0,90,0,1,0,0,0,0
874980,15445914,0,0,90,0,1,0,0,0,0
1016974,15445914,0,0,70,0,2,0,0,0,0
976302,15445914,0,0,70,0,0,0,0,0,0
1170641,15445914,0,0,90,0,1,0,0,0,0
989228,15445914,0,0,90,0,0,0,0,0,0
1098306,15445914,0,0,86,0,0,0,0,0,0
883299,15445914,0,0,90,0,4,0,0,0,0
1089808,15445914,0,0,20,0,1,0,0,0,0
883729,15445914,0,0,20,0,0,0,0,0,0
1022275,15445914,0,0,10,0,0,0,0,0,0
2454293,15445914,0,0,0,0,0,0,0,0,0
2454294,15445914,0,0,0,0,0,0,0,0,0
873706,15445914,0,0,0,0,0,0,0,0,0
972824,15445914,0,0,0,0,0,0,0,0,0
914484,15445914,0,0,0,0,0,0,0,0,0
