player_id,match_id,minutesplayed,goals,assists,saves,fouls,yellow_cards,red_cards,clean_sheet,goals_conceded
975245,15362082,90,0,0,3,0,0,0,0,0
1086284,15362082,90,0,0,0,2,0,0,0,0
923740,15362082,90,0,0,0,0,0,0,0,0
1046624,15362082,90,0,0,0,1,0,0,0,0
2439111,15362082,90,0,0,0,0,0,0,0,0
340553,15362082,63,1,0,0,5,0,0,0,0
976932,15362082,87,0,0,0,3,0,0,0,0
250017,15362082,90,0,0,0,1,0,0,0,0
588144,15362082,87,0,0,0,1,0,0,0,0
339855,15362082,82,0,0,0,0,0,0,0,0
1466382,15362082,82,0,0,0,1,0,0,0,0
960016,15362082,27,0,0,0,1,0,0,0,0
755394,15362082,8,0,0,0,2,0,0,0,0
944825,15362082,8,1,0,0,0,0,0,0,0
1086281,15362082,10,0,0,0,0,0,0,0,0
988299,15362082,10,0,0,0,0,0,0,0,0
176225,15362082,0,0,0,0,0,0,0,0,0
922871,15362082,0,0,0,0,0,0,0,0,0
2044019,15362082,0,0,0,0,0,0,0,0,0
2040146,15362082,0,0,0,0,0,0,0,0,0
805312,15362082,90,0,0,5,0,0,0,0,0
975853,15362082,90,0,0,0,1,0,0,0,0
923677,15362082,90,0,0,0,0,0,0,0,0
931653,15362082,90,0,0,0,1,0,0,0,0
1068656,15362082,64,0,0,0,2,0,0,0,0
883397,15362082,78,0,0,0,2,0,0,0,0
878754,15362082,90,0,0,0,1,0,0,0,0
927690,15362082,78,0,0,0,2,0,0,0,0
830663,15362082,90,0,0,0,0,0,0,0,0
924895,15362082,90,0,0,0,1,0,0,0,0
906002,15362082,90,0,0,0,0,0,0,0,0
830746,15362082,26,0,0,0,0,0,0,0,0
1464245,15362082,12,0,0,0,0,0,0,0,0
1427104,15362082,12,0,0,0,0,0,0,0,0
883746,15362082,0,0,0,0,0,0,0,0,0
2111308,15362082,0,0,0,0,0,0,0,0,0
333585,15362082,0,0,0,0,0,0,0,0,0
1049077,15362082,0,0,0,0,0,0,0,0,0
1466815,15362082,0,0,0,0,0,0,0,0,0
826380,15362082,0,0,0,0,0,0,0,0,0
