player_id,match_id,minutesplayed,goals,assists,saves,fouls,yellow_cards,red_cards,clean_sheet,goals_conceded
789265,15362080,90,0,0,1,0,0,0,0,0
875661,15362080,90,0,0,0,1,0,0,0,0
805270,15362080,90,0,0,0,0,0,0,0,0
1119882,15362080,90,0,0,0,1,0,0,0,0
1016985,15362080,90,0,0,0,0,0,0,0,0
1107871,15362080,87,0,0,0,1,0,0,0,0
943177,15362080,66,0,0,0,1,0,0,0,0
339123,15362080,90,1,0,0,0,0,0,0,0
1177407,15362080,87,0,0,0,0,0,0,0,0
876931,15362080,80,0,0,0,0,0,0,0,0
47447,15362080,87,1,0,0,1,0,0,0,0
973667,15362080,24,0,0,0,1,0,0,0,0
975246,15362080,10,0,0,0,1,0,0,0,0
1938924,15362080,21,0,0,0,0,0,0,0,0
1049086,15362080,21,0,0,0,0,0,0,0,0
1522872,15362080,21,1,0,0,0,0,0,0,0
1176985,15362080,0,0,0,0,0,0,0,0,0
2025040,15362080,0,0,0,0,0,0,0,0,0
984882,15362080,0,0,0,0,0,0,0,0,0
1411424,15362080,0,0,0,0,0,0,0,0,0
339805,15362080,90,0,0,3,2,0,0,0,0
1633854,15362080,90,0,0,0,0,0,0,0,0
932098,15362080,90,0,0,0,2,0,0,0,0
1526674,15362080,90,0,0,0,1,0,0,0,0
973682,15362080,90,0,0,0,2,0,0,0,0
249305,15362080,90,0,0,0,2,0,0,0,0
832001,15362080,90,1,0,0,3,0,0,0,0
340077,15362080,85,0,0,0,1,0,0,0,0
814017,15362080,90,0,0,0,2,0,0,0,0
356340,15362080,89,0,0,0,0,0,0,0,0
31175,15362080,90,2,0,0,0,0,0,0,0
883393,15362080,23,0,0,0,0,0,0,0,0
1464527,15362080,9,0,0,0,0,0,0,0,0
1807599,15362080,0,0,0,0,0,0,0,0,0
2125181,15362080,0,0,0,0,0,0,0,0,0
1463863,15362080,0,0,0,0,0,0,0,0,0
1107870,15362080,0,0,0,0,0,0,0,0,0
933730,15362080,0,0,0,0,0,0,0,0,0
2125211,15362080,0,0,0,0,0,0,0,0,0
1049075,15362080,0,0,0,0,0,0,0,0,0
