player_id,match_id,goals,assists,minutesplayed,saves,fouls,yellow_cards,red_cards,clean_sheet,goals_conceded
805264,15590541,1,0,90,1,0,0,0,0,0
830660,15590541,0,0,90,0,1,0,0,0,0
384260,15590541,0,0,90,0,1,0,0,0,0
845431,15590541,0,0,90,0,0,0,0,0,0
790018,15590541,0,0,90,0,2,0,0,0,0
975540,15590541,0,0,90,0,2,0,0,0,0
931776,15590541,0,0,84,0,3,0,0,0,0
830888,15590541,0,0,69,0,1,0,0,0,0
888377,15590541,0,0,73,0,1,0,0,0,0
794761,15590541,0,0,69,0,2,0,0,0,0
1173448,15590541,0,0,69,0,1,0,0,0,0
1650560,15590541,0,0,21,0,2,0,0,0,0
1120902,15590541,0,0,21,0,0,0,0,0,0
2044305,15590541,0,0,21,0,1,0,0,0,0
1466374,15590541,0,0,17,0,0,0,0,0,0
2366555,15590541,0,0,11,0,0,0,0,0,0
922877,15590541,0,0,0,0,0,0,0,0,0
1095031,15590541,0,0,0,0,0,0,0,0,0
1106569,15590541,0,0,0,0,0,0,0,0,0
922873,15590541,0,0,0,0,0,0,0,0,0
894214,15590541,0,0,90,5,0,0,0,0,0
1633854,15590541,0,0,90,0,0,0,0,0,0
932098,15590541,0,0,90,0,0,0,0,0,0
1526674,15590541,0,0,90,0,0,0,0,0,0
973682,15590541,0,0,90,0,0,0,0,0,0
249305,15590541,0,0,57,0,3,0,0,0,0
1107870,15590541,0,0,90,0,1,0,0,0,0
832001,15590541,0,0,57,0,4,0,0,0,0
814017,15590541,0,0,90,0,1,0,0,0,0
1463863,15590541,0,0,75,0,0,0,0,0,0
1049075,15590541,0,0,45,0,1,0,0,0,0
340201,15590541,0,0,45,0,0,0,0,0,0
356340,15590541,0,0,33,0,1,0,0,0,0
31175,15590541,0,0,33,0,0,0,0,0,0
933730,15590541,0,0,15,0,0,0,0,0,0
1807599,15590541,0,0,0,0,0,0,0,0,0
984175,15590541,0,0,0,0,0,0,0,0,0
1020957,15590541,0,0,0,0,0,0,0,0,0
1464527,15590541,0,0,0,0,0,0,0,0,0
2438324,15590541,0,0,0,0,0,0,0,0,0
