player_id;match_id;goals;assists;minutesplayed;saves;fouls;yellow_cards;red_cards;clean_sheet;goals_conceded
894214;15607093;0;0;90;3;0;0;0;0;0
984175;15607093;0;0;37;0;1;1;0;0;0
932098;15607093;0;0;90;0;0;0;0;0;0
1526674;15607093;0;0;90;0;1;0;0;0;0
973682;15607093;0;1;90;0;0;0;0;0;0
249305;15607093;0;0;90;0;0;0;0;0;0
1463863;15607093;0;0;55;0;0;0;0;0;0
814017;15607093;0;1;90;0;2;0;0;0;0
933730;15607093;1;0;74;0;2;0;0;0;0
832001;15607093;1;0;73;0;1;1;0;0;0
31175;15607093;1;1;90;0;0;0;0;0;0
1633854;15607093;0;0;53;0;1;0;0;0;0
340201;15607093;0;0;7;0;1;0;1;0;0
356340;15607093;0;0;17;0;0;0;0;0;0
1107870;15607093;0;0;16;0;2;0;0;0;0
1807599;15607093;0;0;0;0;0;0;0;0;0
1020957;15607093;0;0;0;0;0;0;0;0;0
2438324;15607093;0;0;0;0;0;0;0;0;0
805068;15607093;0;0;0;0;0;1;0;0;0
2040141;15607093;0;0;0;0;0;0;0;0;0
1050329;15607093;0;0;90;2;0;0;0;0;0
1107917;15607093;0;0;90;0;0;0;0;0;0
1120472;15607093;0;0;72;0;1;1;0;0;0
1654120;15607093;1;0;90;0;1;0;0;0;0
384658;15607093;0;0;90;0;1;1;0;0;0
1468047;15607093;0;0;65;0;1;0;0;0;0
805268;15607093;0;0;90;0;1;0;0;0;0
946934;15607093;0;0;45;0;1;1;0;0;0
1539595;15607093;0;0;45;0;0;0;0;0;0
965759;15607093;0;3;90;0;0;0;0;0;0
873619;15607093;1;0;90;0;2;1;0;0;0
826832;15607093;1;0;45;0;0;0;0;0;0
805332;15607093;0;0;44;0;1;0;0;0;0
1482464;15607093;0;0;25;0;1;0;0;0;0
922870;15607093;1;0;18;0;0;0;0;0;0
883406;15607093;0;0;1;0;0;0;0;0;0
925100;15607093;0;0;0;0;0;0;0;0;0
924881;15607093;0;0;0;0;0;0;0;0;0
1001106;15607093;0;0;0;0;0;0;0;0;0
925309;15607093;0;0;0;0;0;0;0;0;0
