player_id;match_id;goals;assists;minutesplayed;saves;fouls;yellow_cards;red_cards;clean_sheet;goals_conceded
846373;15607092;0;0;90;2;0;0;0;0;0
1018233;15607092;0;0;29;0;2;1;1;0;0
873645;15607092;0;0;90;0;0;0;0;0;0
338883;15607092;0;0;90;0;1;0;0;0;0
1018255;15607092;0;0;90;0;0;0;0;0;0
883296;15607092;0;0;90;0;0;0;0;0;0
924762;15607092;0;0;90;0;5;1;0;0;0
1009256;15607092;0;0;90;0;0;0;0;0;0
914211;15607092;0;0;33;0;1;0;0;0;0
1096363;15607092;0;0;70;0;1;0;0;0;0
974136;15607092;0;1;70;0;1;0;0;0;0
883343;15607092;1;0;57;0;1;1;0;0;0
924787;15607092;0;0;20;0;0;0;0;0;0
385894;15607092;0;0;20;0;1;0;0;0;0
846706;15607092;0;0;0;0;0;0;0;0;0
1107919;15607092;0;0;0;0;0;0;0;0;0
1084470;15607092;0;0;0;0;0;0;0;0;0
1015697;15607092;0;0;0;0;0;0;0;0;0
1069367;15607092;0;0;0;0;0;0;0;0;0
892669;15607092;0;0;0;0;0;0;0;0;0
339155;15607092;0;0;90;2;0;0;0;0;0
149850;15607092;0;0;74;0;1;0;0;0;0
874985;15607092;0;0;74;0;2;1;0;0;0
1116589;15607092;0;0;90;0;1;0;0;0;0
1090720;15607092;0;0;90;0;0;0;0;0;0
339681;15607092;0;0;90;0;0;0;0;0;0
913398;15607092;0;0;65;0;2;0;0;0;0
876929;15607092;0;0;65;0;0;0;0;0;0
542636;15607092;0;0;90;0;0;0;0;0;0
338957;15607092;0;0;56;0;0;0;0;0;0
338;15607092;0;0;90;0;4;0;0;0;0
1084961;15607092;0;0;34;0;0;0;0;0;0
106461;15607092;0;0;25;0;0;0;0;0;0
895364;15607092;0;0;25;0;1;0;0;0;0
977086;15607092;0;0;16;0;1;0;0;0;0
984107;15607092;0;0;16;0;0;0;0;0;0
1387040;15607092;0;0;0;0;0;0;0;0;0
874984;15607092;0;0;0;0;0;0;0;0;0
1000289;15607092;0;0;0;0;0;0;0;0;0
966164;15607092;0;0;0;0;0;0;0;0;0
