player_id,match_id,minutesplayed,goals,assists,saves,fouls,yellow_cards,red_cards,clean_sheet,goals_conceded
989232,15362084,90,0,0,1,0,0,0,0,0
176159,15362084,78,0,0,0,1,0,0,0,0
47401,15362084,90,0,0,0,2,0,0,0,0
971200,15362084,90,0,0,0,0,0,0,0,0
1170640,15362084,90,0,0,0,2,0,0,0,0
1017480,15362084,90,0,0,0,5,0,0,0,0
249403,15362084,77,1,0,0,0,0,0,0,0
978543,15362084,62,0,0,0,2,0,0,0,0
924783,15362084,90,0,0,0,2,0,0,0,0
176139,15362084,38,0,0,0,1,0,0,0,0
1016972,15362084,78,1,0,0,0,0,0,0,0
897059,15362084,52,0,0,0,1,0,0,0,0
882839,15362084,28,0,0,0,1,0,0,0,0
312264,15362084,13,0,0,0,1,0,0,0,0
960225,15362084,12,0,0,0,0,0,0,0,0
1020999,15362084,12,0,0,0,1,0,0,0,0
805115,15362084,0,0,0,0,0,0,0,0,0
1835801,15362084,0,0,0,0,0,0,0,0,0
976933,15362084,0,0,0,0,0,0,0,0,0
984613,15362084,0,0,0,0,0,0,0,0,0
805423,15362084,90,0,0,3,0,0,0,0,0
1022095,15362084,90,0,0,0,1,0,0,0,0
107596,15362084,90,0,0,0,1,0,0,0,0
1512395,15362084,90,0,0,0,1,0,0,0,0
1148272,15362084,90,0,0,0,2,0,0,0,0
1098312,15362084,90,0,0,0,0,0,0,0,0
339841,15362084,71,0,0,0,0,0,0,0,0
339843,15362084,71,0,0,0,4,0,0,0,0
883396,15362084,62,0,0,0,0,0,0,0,0
879629,15362084,70,0,0,0,0,0,0,0,0
894452,15362084,75,0,0,0,0,0,0,0,0
590310,15362084,28,0,0,0,0,0,0,0,0
883329,15362084,20,0,0,0,2,0,0,0,0
1845606,15362084,19,0,0,0,0,0,0,0,0
2249828,15362084,19,0,0,0,1,0,0,0,0
35621,15362084,15,0,0,0,0,0,0,0,0
339533,15362084,0,0,0,0,0,0,0,0,0
965873,15362084,0,0,0,0,0,0,0,0,0
1477132,15362084,0,0,0,0,0,0,0,0,0
2445432,15362084,0,0,0,0,0,0,0,0,0
