player_id;match_id;goals;assists;minutesplayed;saves;fouls;yellow_cards;red_cards;clean_sheet;goals_conceded
805115;15607094;0;0;90;4;0;0;0;0;0
176159;15607094;0;0;90;0;0;0;0;0;0
971200;15607094;0;0;90;0;1;0;0;0;0
895589;15607094;0;0;56;0;1;0;1;0;0
884997;15607094;0;0;90;0;0;0;0;0;0
1017480;15607094;0;1;90;0;0;0;0;0;0
249403;15607094;0;0;79;0;1;0;0;0;0
978543;15607094;0;0;90;0;0;0;0;0;0
984613;15607094;0;0;69;0;0;0;0;0;0
897059;15607094;1;0;79;0;2;0;0;0;0
1016972;15607094;1;0;90;0;0;0;0;0;0
312264;15607094;0;0;21;0;1;0;0;0;0
1170640;15607094;0;0;11;0;0;0;0;0;0
1020999;15607094;0;0;11;0;1;0;0;0;0
989232;15607094;0;0;0;0;0;0;0;0;0
976933;15607094;0;0;0;0;0;0;0;0;0
47401;15607094;0;0;0;0;0;0;0;0;0
248437;15607094;0;0;0;0;0;0;0;0;0
882839;15607094;0;0;0;0;0;0;0;0;0
960225;15607094;0;0;0;0;0;0;0;0;0
876932;15607094;0;0;90;4;0;0;0;0;0
876928;15607094;0;0;79;0;1;0;0;0;0
965761;15607094;0;0;90;0;0;0;0;0;0
874645;15607094;0;0;90;0;1;0;0;0;0
980889;15607094;0;0;47;0;2;0;1;0;0
879886;15607094;0;0;64;0;0;0;0;0;0
883768;15607094;0;0;79;0;0;0;0;0;0
975708;15607094;0;0;64;0;0;0;0;0;0
869785;15607094;0;0;90;0;1;1;0;0;0
846742;15607094;0;0;90;0;0;0;0;0;0
143886;15607094;0;0;79;0;1;0;0;0;0
123245;15607094;0;0;26;0;0;0;0;0;0
798276;15607094;0;0;26;0;2;0;0;0;0
1128886;15607094;0;0;11;0;0;0;0;0;0
1176979;15607094;0;0;11;0;1;0;0;0;0
944073;15607094;0;0;11;0;0;0;0;0;0
924765;15607094;0;0;0;0;0;0;0;0;0
957940;15607094;0;0;0;0;0;0;0;0;0
931772;15607094;0;0;0;0;0;0;0;0;0
1159653;15607094;0;0;0;0;0;0;0;0;0
