player_id;match_id;goals;assists;minutesplayed;saves;fouls;yellow_cards;red_cards;clean_sheet;goals_conceded
805333;15607090;0;0;90;4;0;0;0;0;0
925420;15607090;0;0;45;0;0;0;0;0;0
989258;15607090;0;0;90;0;1;0;0;0;0
922007;15607090;0;0;90;0;1;0;0;0;0
925176;15607090;0;0;90;0;0;0;0;0;0
801453;15607090;0;0;90;0;0;0;0;0;0
901020;15607090;0;0;40;0;3;0;1;0;0
876924;15607090;0;0;45;0;0;0;0;0;0
351398;15607090;0;0;72;0;0;0;0;0;0
557108;15607090;0;0;72;0;0;0;0;0;0
787610;15607090;0;0;72;0;0;0;0;0;0
590468;15607090;0;0;45;0;0;0;0;0;0
984127;15607090;0;0;45;0;1;0;0;0;0
923173;15607090;0;0;18;0;0;0;0;0;0
1521230;15607090;0;0;18;0;0;0;0;0;0
805354;15607090;0;0;18;0;0;0;0;0;0
875664;15607090;0;0;0;0;0;0;0;0;0
959622;15607090;0;0;0;0;0;0;0;0;0
925232;15607090;0;0;0;0;0;0;0;0;0
873806;15607090;0;0;0;0;0;0;0;0;0
339533;15607090;0;0;90;1;0;0;0;0;0
1022095;15607090;0;0;90;0;0;0;0;0;0
965873;15607090;0;0;90;0;0;0;0;0;0
1098312;15607090;0;0;90;0;0;0;0;0;0
339841;15607090;0;0;90;0;0;0;0;0;0
2445432;15607090;0;0;60;0;1;0;0;0;0
879628;15607090;0;0;90;0;1;0;0;0;0
1845606;15607090;1;0;90;0;1;1;0;0;0
883329;15607090;0;0;90;0;1;0;0;0;0
883396;15607090;0;0;90;0;3;0;0;0;0
590310;15607090;0;0;67;0;1;1;0;0;0
339843;15607090;0;0;30;0;1;1;0;0;0
35621;15607090;0;0;15;0;1;0;1;0;0
805423;15607090;0;0;0;0;0;0;0;0;0
1148292;15607090;0;0;0;0;0;0;0;0;0
2249828;15607090;0;0;0;0;0;0;0;0;0
924923;15607090;0;0;0;0;0;0;0;0;0
894452;15607090;0;0;0;0;0;0;0;0;0
2125142;15607090;0;0;0;0;0;0;0;0;0
1170643;15607090;0;0;0;0;0;0;0;0;0
