player_id,match_id,minutesplayed,goals,assists,saves,fouls,yellow_cards,red_cards,clean_sheet,goals_conceded
846373,15362090,90,0,0,5,0,0,0,0,0
1018233,15362090,90,0,0,0,1,0,0,0,0
873645,15362090,90,0,0,0,0,0,0,0,0
338883,15362090,90,0,0,0,1,0,0,0,0
1018255,15362090,90,0,0,0,1,0,0,0,0
842529,15362090,90,0,0,0,3,0,0,0,0
1009256,15362090,90,0,0,0,1,0,0,0,0
385894,15362090,69,0,0,0,2,0,0,0,0
1065267,15362090,70,1,0,0,1,0,0,0,0
914211,15362090,89,0,0,0,3,0,0,0,0
1096363,15362090,89,0,0,0,1,0,0,0,0
974136,15362090,21,0,0,0,0,0,0,0,0
1015697,15362090,20,0,0,0,1,0,0,0,0
1466531,15362090,8,0,0,0,0,0,0,0,0
892669,15362090,8,0,0,0,0,0,0,0,0
846706,15362090,0,0,0,0,0,0,0,0,0
1107919,15362090,0,0,0,0,0,0,0,0,0
924787,15362090,0,0,0,0,0,0,0,0,0
883343,15362090,0,0,0,0,0,0,0,0,0
1069367,15362090,0,0,0,0,0,0,0,0,0
978557,15362090,90,0,0,4,0,0,0,0,0
892451,15362090,90,0,0,0,2,0,0,0,0
370226,15362090,90,0,0,0,1,0,0,0,0
978549,15362090,90,0,0,0,1,0,0,0,0
886239,15362090,90,0,0,0,1,0,0,0,0
1477138,15362090,69,0,0,0,2,0,0,0,0
874988,15362090,69,0,0,0,0,0,0,0,0
46988,15362090,69,0,0,0,0,0,0,0,0
243459,15362090,90,0,0,0,0,0,0,0,0
839635,15362090,69,0,0,0,1,0,0,0,0
937859,15362090,86,1,0,0,1,0,0,0,0
1650235,15362090,21,0,0,0,0,0,0,0,0
1415942,15362090,21,0,0,0,1,0,0,0,0
892073,15362090,21,0,0,0,1,0,0,0,0
133862,15362090,21,0,0,0,0,0,0,0,0
901019,15362090,11,0,0,0,0,0,0,0,0
1865454,15362090,0,0,0,0,0,0,0,0,0
1477144,15362090,0,0,0,0,0,0,0,0,0
828836,15362090,0,0,0,0,0,0,0,0,0
255997,15362090,0,0,0,0,0,0,0,0,0
