player_id;match_id;goals;assists;minutesplayed;saves;fouls;yellow_cards;red_cards;clean_sheet;goals_conceded
975245;15607091;0;0;90;4;0;0;0;0;0
924932;15607091;0;0;90;0;0;0;0;0;0
805132;15607091;0;0;90;0;1;0;0;0;0
1046624;15607091;0;0;90;0;3;0;0;0;0
2439111;15607091;0;0;90;0;0;0;0;0;0
755394;15607091;0;0;90;0;1;0;0;0;0
1466382;15607091;0;0;58;0;1;0;0;0;0
960016;15607091;0;0;74;0;1;0;0;0;0
1009556;15607091;0;0;88;0;0;0;0;0;0
1017760;15607091;0;0;58;0;0;0;0;0;0
944825;15607091;0;0;58;0;2;1;0;0;0
973650;15607091;0;0;32;0;0;0;0;0;0
339855;15607091;0;0;32;0;0;0;0;0;0
588144;15607091;0;0;32;0;0;0;0;0;0
1017759;15607091;0;0;16;0;0;0;0;0;0
250017;15607091;0;0;11;0;0;0;0;0;0
176225;15607091;0;0;0;0;0;0;0;0;0
923740;15607091;0;0;0;0;0;0;0;0;0
1086281;15607091;0;0;0;0;0;0;0;0;0
988299;15607091;0;0;0;0;0;0;0;0;0
805264;15607091;0;0;90;4;0;0;0;0;0
830660;15607091;0;0;90;0;1;0;0;0;0
384260;15607091;0;0;90;0;2;0;0;0;0
845431;15607091;0;0;90;0;1;0;0;0;0
1095031;15607091;0;0;81;0;0;0;0;0;0
975540;15607091;0;0;90;0;2;0;0;0;0
805065;15607091;0;0;82;0;1;0;0;0;0
790018;15607091;0;0;90;0;2;0;0;0;0
107625;15607091;0;0;89;0;2;0;0;0;0
922873;15607091;0;0;71;0;0;0;0;0;0
931776;15607091;0;0;81;0;3;0;0;0;0
888377;15607091;0;0;19;0;1;0;0;0;0
794761;15607091;0;0;9;0;0;0;0;0;0
830888;15607091;0;0;9;0;0;0;0;0;0
2044305;15607091;0;0;8;0;0;0;0;0;0
1173448;15607091;0;0;10;0;0;0;0;0;0
922877;15607091;0;0;0;0;0;0;0;0;0
1106569;15607091;0;0;0;0;0;0;0;0;0
1408186;15607091;0;0;0;0;0;0;0;0;0
1120902;15607091;0;0;0;0;0;0;0;0;0
