player_id,match_id,goals,assists,minutesplayed,saves,fouls,yellow_cards,red_cards,clean_sheet,goals_conceded
339155,15590586,0,0,90,5,0,0,0,0,0
149850,15590586,0,0,90,0,2,0,0,0,0
874985,15590586,1,0,90,0,1,0,0,0,0
1116589,15590586,0,0,90,0,1,0,0,0,0
1090720,15590586,0,0,90,0,0,0,0,0,0
1084961,15590586,0,1,78,0,1,0,0,0,0
106461,15590586,0,0,86,0,1,0,0,0,0
339681,15590586,0,0,90,0,0,0,0,0,0
542636,15590586,1,1,89,0,1,0,0,0,0
338,15590586,1,0,86,0,0,0,0,0,0
876929,15590586,0,0,78,0,0,0,0,0,0
2039604,15590586,0,0,12,0,0,0,0,0,0
895364,15590586,0,0,12,0,0,0,0,0,0
312284,15590586,0,0,11,0,0,0,0,0,0
966164,15590586,0,0,11,0,0,0,0,0,0
913398,15590586,0,0,1,0,0,0,0,0,0
1387040,15590586,0,0,0,0,0,0,0,0,0
874984,15590586,0,0,0,0,0,0,0,0,0
977086,15590586,0,0,0,0,0,0,0,0,0
984107,15590586,0,0,0,0,0,0,0,0,0
176225,15590586,0,0,90,7,0,0,0,0,0
924932,15590586,0,0,90,0,0,0,0,0,0
1086284,15590586,0,0,45,0,0,0,0,0,0
1046624,15590586,0,0,90,0,0,0,0,0,0
2439111,15590586,0,0,90,0,1,0,0,0,0
976932,15590586,0,0,90,0,0,0,0,0,0
755394,15590586,0,0,58,0,2,0,0,0,0
973650,15590586,0,0,75,0,0,0,0,0,0
1009556,15590586,0,0,90,0,1,0,0,0,0
588144,15590586,1,0,89,0,0,0,0,0,0
339855,15590586,0,0,45,0,0,0,0,0,0
805132,15590586,0,0,45,0,0,0,0,0,0
1466382,15590586,0,0,45,0,1,0,0,0,0
944825,15590586,0,0,32,0,1,0,0,0,0
1017760,15590586,0,0,15,0,1,0,0,0,0
988299,15590586,0,0,1,0,0,0,0,0,0
975245,15590586,0,0,0,0,0,0,0,0,0
923740,15590586,0,0,0,0,0,0,0,0,0
922871,15590586,0,0,0,0,0,0,0,0,0
1086281,15590586,0,0,0,0,0,0,0,0,0
