player_id,match_id,minutesplayed,goals,assists,saves,fouls,yellow_cards,red_cards,clean_sheet,goals_conceded
1050329,15371229,90,0,0,3,0,0,0,0,0
877910,15371229,90,0,0,0,2,0,0,0,0
1120472,15371229,90,0,0,0,1,0,0,0,0
1654120,15371229,90,0,0,0,2,0,0,0,0
1184194,15371229,90,0,0,0,4,0,0,0,0
805268,15371229,90,0,0,0,1,0,0,0,0
925309,15371229,84,0,0,0,1,0,0,0,0
946934,15371229,75,0,0,0,1,0,0,0,0
965759,15371229,84,1,0,0,1,0,0,0,0
826832,15371229,55,0,0,0,0,0,0,0,0
960220,15371229,75,0,0,0,3,0,0,0,0
805332,15371229,35,0,0,0,0,0,0,0,0
1001106,15371229,15,0,0,0,0,0,0,0,0
873619,15371229,15,0,0,0,1,0,0,0,0
883406,15371229,12,0,0,0,0,0,0,0,0
922870,15371229,12,0,0,0,0,0,0,0,0
925100,15371229,0,0,0,0,0,0,0,0,0
384658,15371229,0,0,0,0,0,0,0,0,0
988298,15371229,0,0,0,0,0,0,0,0,0
1539595,15371229,0,0,0,0,0,0,0,0,0
2125243,15371229,90,0,0,4,0,0,0,0,0
339481,15371229,90,0,0,0,1,0,0,0,0
311520,15371229,90,0,0,0,0,0,0,0,0
46992,15371229,90,0,0,0,3,0,0,0,0
1415939,15371229,90,0,0,0,2,0,0,0,0
1017753,15371229,86,0,0,0,3,0,0,0,0
1131302,15371229,78,0,0,0,1,0,0,0,0
1018573,15371229,86,0,0,0,1,0,0,0,0
927088,15371229,78,0,0,0,1,0,0,0,0
994724,15371229,66,0,0,0,1,0,0,0,0
588584,15371229,90,0,0,0,2,0,0,0,0
1411430,15371229,24,0,0,0,0,0,0,0,0
883389,15371229,12,0,0,0,0,0,0,0,0
883388,15371229,12,0,0,0,0,0,0,0,0
2125235,15371229,10,0,0,0,0,0,0,0,0
1418572,15371229,10,0,0,0,0,0,0,0,0
1808831,15371229,0,0,0,0,0,0,0,0,0
1388820,15371229,0,0,0,0,0,0,0,0,0
883339,15371229,0,0,0,0,0,0,0,0,0
339929,15371229,0,0,0,0,0,0,0,0,0
